date,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SPM_mean
2012-07-25,8.261,10.87,2.609,,40.565
2012-07-26,10.375,12.125,1.75,,55.75
2012-07-27,8.125,10.208,2.083,,42.917
2012-07-28,5.333,7.083,1.75,,22.958
2012-07-29,2.958,4.0,1.042,,16.667
2012-07-30,2.333,5.25,2.917,,10.917
2012-07-31,4.25,10.583,6.333,,15.75
2012-08-01,4.478,8.348,3.87,,17.13
2012-08-02,5.0,11.783,6.783,,12.522
2012-08-03,3.292,7.917,4.625,,8.292
2012-08-04,3.292,4.875,1.583,,11.292
2012-08-05,2.958,6.875,3.917,,10.958
2012-08-06,7.25,15.458,8.208,,10.583
2012-08-07,9.25,16.333,7.083,,25.542
2012-08-08,4.87,4.913,0.043,,14.87
2012-08-09,9.042,11.292,2.25,,13.417
2012-08-10,7.792,13.625,5.833,,23.583
2012-08-11,3.083,5.167,2.083,,16.125
2012-08-12,2.458,4.25,1.792,,9.583
2012-08-13,2.042,3.083,1.042,,12.583
2012-08-14,3.5,5.458,1.958,,10.333
2012-08-15,2.87,5.304,2.435,,10.304
2012-08-16,1.958,3.458,1.5,,8.208
2012-08-17,5.833,11.208,5.375,,13.833
2012-08-18,5.375,10.875,5.5,,17.0
2012-08-19,3.625,8.125,4.5,,7.417
2012-08-20,5.792,14.833,9.042,,13.958
2012-08-21,3.208,6.208,3.0,,4.417
2012-08-22,2.696,5.696,3.0,,9.652
2012-08-23,3.458,6.958,3.5,,8.458
2012-08-24,5.583,11.583,6.0,,10.292
2012-08-25,5.583,14.667,9.083,,12.333
2012-08-26,3.458,9.208,5.75,,11.042
2012-08-27,5.875,12.083,6.208,,9.083
2012-08-28,5.583,10.042,4.458,,8.958
2012-08-29,3.455,5.955,2.5,,5.545
2012-08-30,7.208,10.625,3.417,,15.333
2012-08-31,3.833,7.083,3.25,,10.625
2012-09-01,3.833,6.042,2.208,,7.958
2012-09-02,3.083,3.292,0.208,,8.5
2012-09-03,8.75,11.125,2.375,,18.667
2012-09-04,6.5,9.667,3.167,,10.417
2012-09-05,14.783,18.217,3.435,,36.826
2012-09-06,6.917,8.75,1.833,,19.583
2012-09-07,14.083,17.75,3.667,,46.375
2012-09-08,6.75,9.917,3.167,,15.208
2012-09-09,3.292,6.167,2.875,,9.042
2012-09-10,4.958,8.583,3.625,,5.167
2012-09-11,6.917,14.75,7.833,,14.208
2012-09-12,10.217,12.217,2.0,,16.522
2012-09-13,10.042,13.875,3.833,,31.417
2012-09-14,5.75,8.375,2.625,,16.458
2012-09-15,6.0,11.833,5.833,,13.958
2012-09-16,3.125,4.667,1.542,,10.792
2012-09-17,2.208,3.958,1.75,,15.708
2012-09-18,3.417,6.542,3.125,,11.75
2012-09-19,4.609,8.217,3.609,,8.391
2012-09-20,5.833,7.167,1.333,,25.0
2012-09-21,13.0,15.167,2.167,,39.583
2012-09-22,10.875,12.25,1.375,,16.417
2012-09-23,7.0,7.0,0.0,,10.917
2012-09-24,9.042,11.708,2.667,,5.125
2012-09-25,12.0,12.417,0.417,,10.125
2012-09-26,8.609,9.13,0.522,,11.783
2012-09-27,9.542,9.958,0.417,,10.87
2012-09-28,17.958,19.667,1.708,,10.833
2012-09-29,14.0,16.958,2.958,,15.0
2012-09-30,2.542,3.125,0.583,,20.792
2012-10-01,3.25,4.375,1.125,,12.042
2012-10-02,8.208,11.417,3.208,,18.208
2012-10-03,14.783,15.609,0.826,,12.087
2012-10-04,10.042,11.333,1.292,,4.958
2012-10-05,9.667,11.042,1.375,,12.875
2012-10-06,6.583,8.833,2.25,,15.917
2012-10-07,8.75,8.958,0.208,,15.875
2012-10-08,5.875,6.0,0.125,,13.917
2012-10-09,11.042,11.833,0.792,,8.208
2012-10-10,11.696,12.522,0.826,,8.783
2012-10-11,14.667,18.917,4.25,,10.333
2012-10-12,13.042,16.583,3.542,,12.958
2012-10-13,16.75,19.75,3.0,,12.792
2012-10-14,11.875,12.458,0.583,,19.125
2012-10-15,18.542,23.5,4.958,,27.917
2012-10-16,8.292,9.667,1.375,,17.833
2012-10-17,23.043,30.0,6.957,,31.043
2012-10-18,15.458,19.458,4.0,,22.25
2012-10-19,9.583,11.375,1.792,,7.583
2012-10-20,10.786,20.286,9.5,,14.292
2012-10-21,,,,,24.875
2012-10-22,,,,,34.667
2012-10-23,,,,,9.522
2012-10-24,,,,,9.739
2012-10-25,,,,,18.75
2012-10-26,,,,,26.292
2012-10-27,,,,,18.125
2012-10-28,,,,,21.042
2012-10-29,,,,,10.833
2012-10-30,,,,,21.417
2012-10-31,,,,,22.783
2012-11-01,,,,,21.0
2012-11-02,,,,,5.292
2012-11-03,,,,,15.125
2012-11-04,,,,,11.75
2012-11-05,,,,,41.875
2012-11-06,,,,,31.917
2012-11-07,,,,,31.375
2012-11-08,,,,,30.958
2012-11-09,,,,,17.042
2012-11-10,,,,,12.292
2012-11-11,,,,,18.167
2012-11-12,,,,,18.167
2012-11-13,,,,,20.417
2012-11-14,,,,,10.417
2012-11-15,,,,,3.917
2012-11-16,,,,,11.042
2012-11-17,,,,,18.458
2012-11-18,,,,,3.542
2012-11-19,,,,,28.375
2012-11-20,,,,,24.696
2012-11-21,,,,,10.833
2012-11-22,36.6,94.7,58.1,,30.458
2012-11-23,31.083,52.083,21.0,,39.0
2012-11-24,16.167,16.292,0.125,,11.458
2012-11-25,14.208,17.833,3.625,,9.208
2012-11-26,41.917,69.292,27.375,,36.917
2012-11-27,20.75,21.292,0.542,,4.583
2012-11-28,31.625,57.208,25.583,,25.25
2012-11-29,52.167,89.208,37.042,,45.208
2012-11-30,30.875,37.583,6.708,,27.458
2012-12-01,19.958,20.917,0.958,,14.417
2012-12-02,12.042,12.333,0.292,,6.958
2012-12-03,39.833,49.25,9.417,,20.417
2012-12-04,37.455,57.545,20.091,,25.5
2012-12-05,27.609,47.0,19.391,,9.783
2012-12-06,16.125,18.0,1.875,,6.417
2012-12-07,38.833,70.375,31.542,,15.292
2012-12-08,10.375,12.667,2.292,,14.042
2012-12-09,8.542,9.417,0.875,,7.833
2012-12-10,27.583,43.958,16.375,,10.042
2012-12-11,36.833,70.375,33.542,,15.0
2012-12-12,36.043,60.652,24.609,,13.783
2012-12-13,34.583,55.458,20.875,,12.375
2012-12-14,40.75,87.917,47.167,,29.292
2012-12-15,50.125,98.708,48.583,,67.625
2012-12-16,31.833,47.833,16.0,,32.125
2012-12-17,42.429,63.143,20.714,,28.667
2012-12-18,32.462,45.154,12.692,,18.769
2012-12-19,22.318,24.045,1.727,,3.545
2012-12-20,32.75,46.833,14.083,,15.417
2012-12-21,33.542,58.0,24.458,,21.333
2012-12-22,39.833,57.625,17.792,,30.792
2012-12-23,22.083,24.667,2.583,,12.5
2012-12-24,20.417,21.833,1.417,,9.875
2012-12-25,35.375,66.125,30.75,,15.542
2012-12-26,25.783,29.087,3.304,,5.261
2012-12-27,26.182,36.091,9.909,,14.5
2012-12-28,34.0,66.333,32.333,,43.875
2012-12-29,13.667,14.708,1.042,,17.5
2012-12-30,17.208,19.542,2.333,,25.667
2012-12-31,8.667,9.292,0.625,,5.25
2013-01-01,8.292,8.75,0.458,0.0,23.292
2013-01-02,11.913,13.043,1.13,0.0,11.087
2013-01-03,19.458,26.208,6.75,0.0,16.292
2013-01-04,15.75,24.208,8.458,0.0,17.583
2013-01-05,13.167,14.125,0.958,0.0,7.125
2013-01-06,14.375,17.625,3.25,0.0,3.25
2013-01-07,21.417,34.125,12.708,0.0,14.292
2013-01-08,22.5,43.625,21.125,21.0,24.875
2013-01-09,15.87,17.435,1.565,15.0,10.87
2013-01-10,16.458,20.792,4.333,1.0,3.083
2013-01-11,25.5,45.833,20.333,0.0,14.625
2013-01-12,16.208,22.792,6.583,0.0,18.542
2013-01-13,14.292,15.583,1.292,0.0,5.458
2013-01-14,17.167,20.0,2.833,0.0,8.083
2013-01-15,23.875,26.5,2.625,0.0,16.25
2013-01-16,22.312,31.938,9.625,0.0,14.25
2013-01-17,25.042,31.958,6.917,0.0,12.292
2013-01-18,19.583,24.542,4.958,0.0,16.75
2013-01-19,7.917,8.417,0.5,0.0,13.0
2013-01-20,17.625,30.375,12.75,0.0,8.625
2013-01-21,24.542,43.417,18.875,0.0,23.292
2013-01-22,18.625,22.375,3.75,3.0,21.417
2013-01-23,20.174,27.826,7.652,0.0,14.261
2013-01-24,19.917,36.833,16.917,0.0,16.458
2013-01-25,24.25,49.708,25.458,0.0,30.125
2013-01-26,6.625,7.083,0.458,8.0,14.042
2013-01-27,9.792,12.167,2.375,0.0,4.875
2013-01-28,13.875,23.458,9.583,0.0,11.542
2013-01-29,17.917,22.792,4.875,0.0,15.833
2013-01-30,6.696,8.522,1.826,11.0,14.217
2013-01-31,17.708,20.708,3.0,0.0,15.042
2013-02-01,23.25,34.667,11.417,0.0,19.875
2013-02-02,22.917,32.542,9.625,1.0,51.167
2013-02-03,12.292,21.0,8.708,0.0,42.542
2013-02-04,9.792,11.792,2.0,3.0,16.083
2013-02-05,9.917,10.667,0.75,1.0,3.375
2013-02-06,21.087,25.435,4.348,0.0,9.696
2013-02-07,16.875,19.375,2.5,0.0,12.333
2013-02-08,13.476,15.048,1.571,0.0,11.143
2013-02-09,11.792,13.167,1.375,26.0,2.167
2013-02-10,27.083,36.292,9.208,0.0,9.542
2013-02-11,14.5,15.792,1.292,7.0,8.125
2013-02-12,11.417,12.667,1.25,0.0,5.167
2013-02-13,17.476,21.286,3.81,0.0,9.381
2013-02-14,21.917,22.917,1.0,2.0,14.542
2013-02-15,11.375,12.125,0.75,104.0,3.917
2013-02-16,4.875,5.042,0.167,0.0,9.5
2013-02-17,18.25,22.083,3.833,0.0,26.292
2013-02-18,14.792,15.875,1.083,0.0,5.958
2013-02-19,19.208,22.792,3.583,0.0,12.583
2013-02-20,17.783,21.261,3.478,0.0,12.348
2013-02-21,19.167,21.625,2.458,0.0,14.625
2013-02-22,20.292,23.5,3.208,0.0,14.125
2013-02-23,14.458,17.458,3.0,0.0,12.375
2013-02-24,11.875,13.167,1.292,0.0,16.292
2013-02-25,24.875,37.5,12.625,0.0,30.917
2013-02-26,17.458,26.5,9.042,0.0,42.792
2013-02-27,25.0,42.739,17.739,0.0,60.565
2013-02-28,13.167,16.625,3.458,0.0,27.0
2013-03-01,9.958,10.917,0.958,1.0,33.833
2013-03-02,13.208,13.75,0.542,23.0,16.208
2013-03-03,12.333,13.375,1.042,2.0,13.5
2013-03-04,8.125,9.208,1.083,0.0,10.292
2013-03-05,28.042,37.208,9.167,42.0,27.167
2013-03-06,9.565,10.261,0.696,0.0,5.87
2013-03-07,14.667,16.792,2.125,0.0,14.042
2013-03-08,16.458,21.917,5.458,0.0,9.083
2013-03-09,6.5,7.167,0.667,0.0,11.625
2013-03-10,8.583,9.375,0.792,0.0,6.708
2013-03-11,8.125,10.542,2.417,0.0,12.292
2013-03-12,11.826,16.087,4.261,0.0,21.0
2013-03-13,9.696,12.043,2.348,17.0,20.783
2013-03-14,11.625,12.292,0.667,1.0,4.5
2013-03-15,9.25,11.0,1.75,0.0,7.125
2013-03-16,10.042,12.75,2.708,0.0,29.917
2013-03-17,14.375,19.208,4.833,0.0,26.417
2013-03-18,5.625,7.083,1.458,0.0,53.208
2013-03-19,5.75,5.917,0.167,0.0,16.25
2013-03-20,24.174,26.957,2.783,18.0,16.478
2013-03-21,9.526,10.0,0.474,0.0,8.895
2013-03-22,8.667,10.333,1.667,0.0,4.833
2013-03-23,14.708,16.542,1.833,0.0,11.333
2013-03-24,16.375,25.583,9.208,0.0,16.083
2013-03-25,9.167,10.25,1.083,0.0,28.625
2013-03-26,11.261,14.696,3.435,2.0,25.826
2013-03-27,12.217,13.522,1.304,10.0,48.87
2013-03-28,19.167,29.583,10.417,0.0,35.792
2013-03-29,5.083,5.542,0.458,0.0,19.292
2013-03-30,2.417,2.458,0.042,16.0,23.583
2013-03-31,9.583,10.125,0.542,0.0,8.292
2013-04-01,,,,0.0,18.083
2013-04-02,,,,20.0,29.167
2013-04-03,,,,41.0,9.75
2013-04-04,,,,0.0,10.125
2013-04-05,,,,0.0,24.167
2013-04-06,,,,24.0,17.417
2013-04-07,,,,6.0,8.792
2013-04-08,,,,0.0,12.167
2013-04-09,,,,0.0,13.958
2013-04-10,,,,0.0,20.917
2013-04-11,,,,0.0,10.478
2013-04-12,,,,0.0,19.167
2013-04-13,,,,0.0,10.333
2013-04-14,,,,0.0,24.708
2013-04-15,,,,0.0,25.792
2013-04-16,,,,0.0,16.5
2013-04-17,,,,0.0,39.957
2013-04-18,3.773,5.364,1.591,0.0,13.565
2013-04-19,6.167,6.5,0.333,0.0,9.708
2013-04-20,7.958,8.0,0.042,12.0,16.625
2013-04-21,12.667,12.917,0.25,35.0,7.083
2013-04-22,11.625,12.042,0.417,0.0,11.042
2013-04-23,11.917,15.333,3.417,0.0,19.5
2013-04-24,3.042,3.5,0.458,7.0,16.958
2013-04-25,10.348,11.783,1.435,1.0,16.696
2013-04-26,7.0,8.625,1.625,0.0,19.292
2013-04-27,10.167,11.875,1.708,0.0,12.542
2013-04-28,8.417,8.708,0.292,0.0,16.042
2013-04-29,7.625,9.083,1.458,0.0,18.0
2013-04-30,3.083,3.417,0.333,0.0,23.583
2013-05-01,5.85,6.15,0.3,14.0,21.2
2013-05-02,12.652,14.565,1.913,8.0,7.087
2013-05-03,9.083,10.292,1.208,0.0,9.625
2013-05-04,6.25,7.5,1.25,0.0,12.667
2013-05-05,7.0,7.75,0.75,0.0,18.708
2013-05-06,4.417,4.667,0.25,0.0,26.042
2013-05-07,8.583,9.292,0.708,0.0,10.625
2013-05-08,15.217,17.652,2.435,0.0,4.261
2013-05-09,9.0,11.348,2.348,0.0,11.478
2013-05-10,15.333,17.583,2.25,0.0,27.167
2013-05-11,2.917,3.542,0.625,28.0,6.375
2013-05-12,5.591,5.864,0.273,8.0,10.182
2013-05-13,3.875,5.542,1.667,0.0,17.917
2013-05-14,11.083,13.917,2.833,0.0,19.25
2013-05-15,4.417,5.917,1.5,0.0,17.667
2013-05-16,11.0,13.826,2.826,7.0,23.87
2013-05-17,5.417,6.208,0.792,0.0,8.417
2013-05-18,4.458,5.292,0.833,0.0,12.083
2013-05-19,2.5,2.833,0.333,4.0,10.042
2013-05-20,9.875,12.458,2.583,10.0,9.667
2013-05-21,10.708,11.75,1.042,0.0,21.083
2013-05-22,5.708,6.375,0.667,0.0,20.0
2013-05-23,7.565,9.261,1.696,0.0,25.913
2013-05-24,9.417,11.917,2.5,0.0,14.292
2013-05-25,4.25,4.792,0.542,0.0,10.333
2013-05-26,3.833,4.458,0.625,0.0,12.5
2013-05-27,7.042,9.292,2.25,0.0,10.375
2013-05-28,5.5,7.75,2.25,0.0,7.708
2013-05-29,3.833,5.458,1.625,0.0,8.458
2013-05-30,2.13,3.391,1.261,2.0,13.043
2013-05-31,5.333,5.625,0.292,3.0,20.292
2013-06-01,4.875,5.583,0.708,0.0,15.25
2013-06-02,3.208,3.208,0.0,0.0,12.25
2013-06-03,6.625,7.708,1.083,0.0,15.333
2013-06-04,9.458,12.083,2.625,0.0,20.25
2013-06-05,4.875,6.5,1.625,0.0,14.583
2013-06-06,6.5,9.591,3.091,0.0,13.455
2013-06-07,2.792,2.917,0.125,0.0,5.5
2013-06-08,11.458,12.625,1.167,0.0,12.875
2013-06-09,8.5,9.375,0.875,0.0,25.333
2013-06-10,6.583,8.625,2.042,1.0,19.542
2013-06-11,3.25,3.375,0.125,9.0,10.208
2013-06-12,6.5,7.167,0.667,21.0,19.25
2013-06-13,5.696,6.087,0.391,40.0,3.348
2013-06-14,6.917,9.125,2.208,5.0,12.167
2013-06-15,4.125,7.5,3.375,5.0,7.792
2013-06-16,6.458,6.75,0.292,29.0,17.125
2013-06-17,8.042,9.333,1.292,0.0,23.292
2013-06-18,4.417,6.208,1.792,0.0,31.458
2013-06-19,3.565,4.652,1.087,3.0,31.174
2013-06-20,6.522,7.87,1.348,26.0,8.783
2013-06-21,10.542,13.417,2.875,14.0,17.208
2013-06-22,11.167,13.208,2.042,1.0,20.792
2013-06-23,5.583,6.292,0.708,0.0,20.958
2013-06-24,13.833,18.0,4.167,0.0,33.583
2013-06-25,7.833,10.708,2.875,51.0,29.333
2013-06-26,6.375,8.167,1.792,52.0,18.208
2013-06-27,7.174,7.957,0.783,1.0,4.0
2013-06-28,5.25,7.333,2.083,0.0,16.875
2013-06-29,6.375,7.958,1.583,0.0,23.917
2013-06-30,2.75,3.958,1.208,0.0,25.333
2013-07-01,8.0,11.958,3.958,0.0,53.542
2013-07-02,6.042,10.625,4.583,0.0,21.25
2013-07-03,2.826,4.696,1.87,0.0,18.174
2013-07-04,2.304,3.826,1.522,3.0,7.348
2013-07-05,1.542,2.792,1.25,9.0,20.0
2013-07-06,2.208,3.625,1.417,0.0,20.542
2013-07-07,2.792,4.375,1.583,0.0,18.875
2013-07-08,10.208,15.042,4.833,0.0,47.542
2013-07-09,14.333,17.792,3.458,0.0,50.042
2013-07-10,6.875,8.458,1.583,0.0,48.333
2013-07-11,7.435,9.565,2.13,0.0,51.043
2013-07-12,8.625,11.25,2.625,0.0,45.958
2013-07-13,12.25,14.833,2.583,0.0,56.25
2013-07-14,8.833,10.0,1.167,0.0,64.458
2013-07-15,11.292,12.958,1.667,0.0,43.292
2013-07-16,7.458,8.25,0.792,0.0,14.583
2013-07-17,8.208,10.458,2.25,29.0,30.708
2013-07-18,5.957,7.348,1.391,1.0,28.391
2013-07-19,5.792,6.708,0.917,0.0,9.208
2013-07-20,6.125,6.667,0.542,0.0,7.042
2013-07-21,7.167,8.25,1.083,0.0,15.292
2013-07-22,5.958,8.417,2.458,0.0,28.417
2013-07-23,10.125,12.0,1.875,9.0,47.5
2013-07-24,5.75,9.083,3.333,0.0,18.292
2013-07-25,8.174,10.261,2.087,0.0,21.652
2013-07-26,6.208,9.458,3.25,0.0,28.083
2013-07-27,7.333,9.083,1.75,10.0,36.333
2013-07-28,10.292,11.167,0.875,0.0,23.5
2013-07-29,6.625,8.333,1.708,10.0,33.917
2013-07-30,9.292,11.292,2.0,0.0,35.167
2013-07-31,5.783,7.174,1.391,0.0,40.739
2013-08-01,9.391,11.391,2.0,0.0,50.917
2013-08-02,3.792,4.542,0.75,0.0,19.083
2013-08-03,6.333,8.667,2.333,0.0,20.208
2013-08-04,2.792,3.875,1.083,0.0,10.333
2013-08-05,3.042,4.75,1.708,0.0,16.083
2013-08-06,5.042,8.583,3.542,10.0,19.25
2013-08-07,11.833,16.0,4.167,0.0,27.542
2013-08-08,8.087,10.391,2.304,0.0,38.792
2013-08-09,5.542,6.875,1.333,0.0,62.833
2013-08-10,7.5,8.417,0.917,0.0,82.458
2013-08-11,8.125,8.75,0.625,0.0,77.375
2013-08-12,9.042,10.5,1.458,0.0,90.542
2013-08-13,5.667,6.25,0.583,1.0,56.25
2013-08-14,4.708,5.958,1.25,0.0,33.0
2013-08-15,4.043,5.217,1.174,0.0,27.958
2013-08-16,2.833,3.792,0.958,0.0,30.0
2013-08-17,2.333,3.292,0.958,0.0,16.292
2013-08-18,1.625,2.042,0.417,0.0,14.667
2013-08-19,2.583,4.042,1.458,0.0,13.083
2013-08-20,2.292,4.167,1.875,0.0,9.417
2013-08-21,9.125,13.0,3.875,0.0,22.333
2013-08-22,6.261,7.609,1.348,0.0,28.333
2013-08-23,16.167,20.583,4.417,4.0,43.25
2013-08-24,16.958,22.167,5.208,2.0,27.583
2013-08-25,4.333,4.583,0.25,12.0,15.833
2013-08-26,11.833,16.417,4.583,0.0,18.875
2013-08-27,10.458,11.417,0.958,16.0,14.917
2013-08-28,16.13,20.435,4.304,0.0,19.522
2013-08-29,7.217,8.652,1.435,0.0,30.25
2013-08-30,4.458,5.917,1.458,0.0,37.292
2013-08-31,5.542,7.625,2.083,0.0,29.208
2013-09-01,2.625,3.083,0.458,0.0,26.583
2013-09-02,5.417,8.083,2.667,0.0,13.458
2013-09-03,3.292,7.042,3.75,8.0,7.125
2013-09-04,3.792,6.5,2.708,13.0,9.917
2013-09-05,3.913,7.174,3.261,26.0,14.174
2013-09-06,4.958,7.25,2.292,0.0,14.792
2013-09-07,5.059,5.647,0.588,0.0,23.529
2013-09-08,3.167,4.292,1.125,16.0,9.708
2013-09-09,5.25,5.708,0.458,0.0,4.667
2013-09-10,3.917,4.042,0.125,0.0,14.417
2013-09-11,7.5,8.667,1.167,2.0,11.125
2013-09-12,16.652,19.609,2.957,0.0,26.174
2013-09-13,8.875,11.792,2.917,0.0,36.667
2013-09-14,5.167,7.292,2.125,0.0,15.083
2013-09-15,0.917,2.042,1.125,39.0,12.667
2013-09-16,1.792,1.792,0.0,12.0,19.083
2013-09-17,9.667,10.292,0.625,0.0,10.875
2013-09-18,10.833,13.25,2.417,0.0,13.25
2013-09-19,11.087,18.304,7.217,0.0,19.261
2013-09-20,12.25,16.917,4.667,0.0,17.875
2013-09-21,7.375,9.833,2.458,0.0,16.5
2013-09-22,6.5,8.292,1.792,0.0,28.083
2013-09-23,2.375,2.375,0.0,1.0,13.208
2013-09-24,15.625,17.625,2.0,8.0,20.708
2013-09-25,19.042,21.792,2.75,30.0,18.833
2013-09-26,6.409,6.409,0.0,1.0,9.318
2013-09-27,8.667,9.292,0.625,0.0,6.25
2013-09-28,11.292,15.625,4.333,0.0,10.583
2013-09-29,5.292,7.042,1.75,0.0,11.625
2013-09-30,6.5,6.833,0.333,1.0,8.25
2013-10-01,17.0,21.375,4.375,16.0,14.25
2013-10-02,12.708,14.5,1.792,54.0,9.667
2013-10-03,11.13,14.87,3.739,0.0,21.043
2013-10-04,8.583,8.625,0.042,1.0,12.5
2013-10-05,20.625,22.792,2.167,24.0,12.958
2013-10-06,6.958,7.042,0.083,1.0,17.792
2013-10-07,4.667,5.292,0.625,0.0,11.458
2013-10-08,4.0,8.375,4.375,0.0,12.208
2013-10-09,1.917,2.542,0.625,0.0,15.875
2013-10-10,6.174,8.13,1.957,0.0,14.087
2013-10-11,3.875,5.458,1.583,1.0,12.5
2013-10-12,3.667,3.958,0.292,0.0,16.5
2013-10-13,8.667,9.083,0.417,0.0,8.917
2013-10-14,9.333,10.708,1.375,0.0,28.75
2013-10-15,18.833,22.458,3.625,112.0,22.333
2013-10-16,9.217,9.652,0.435,209.0,5.826
2013-10-17,9.0,9.783,0.783,0.0,8.522
2013-10-18,6.208,6.5,0.292,0.0,3.333
2013-10-19,11.5,11.75,0.25,1.0,11.708
2013-10-20,14.042,14.667,0.625,83.0,12.75
2013-10-21,10.333,12.125,1.792,1.0,8.667
2013-10-22,5.667,5.667,0.0,0.0,8.25
2013-10-23,6.783,6.826,0.043,0.0,7.13
2013-10-24,20.435,25.913,5.478,2.0,13.391
2013-10-25,20.0,33.583,13.583,16.0,32.208
2013-10-26,8.375,8.542,0.167,57.0,9.625
2013-10-27,9.208,10.0,0.792,3.0,5.292
2013-10-28,12.875,18.208,5.333,0.0,22.083
2013-10-29,26.875,47.542,20.667,2.0,32.542
2013-10-30,24.708,31.417,6.708,0.0,23.625
2013-10-31,14.739,18.043,3.304,0.0,28.261
2013-11-01,17.667,25.792,8.125,0.0,28.958
2013-11-02,20.333,30.5,10.167,0.0,40.208
2013-11-03,21.25,25.542,4.292,0.0,75.125
2013-11-04,12.5,13.125,0.625,17.0,48.917
2013-11-05,14.667,20.917,6.25,0.0,17.167
2013-11-06,15.25,25.5,10.25,0.0,16.167
2013-11-07,16.913,30.174,13.261,7.0,23.261
2013-11-08,23.125,38.792,15.667,0.0,25.292
2013-11-09,15.333,17.333,2.0,1.0,15.208
2013-11-10,7.333,7.958,0.625,1.0,26.125
2013-11-11,8.25,8.625,0.375,1.0,6.833
2013-11-12,15.333,22.0,6.667,0.0,14.417
2013-11-13,14.167,16.708,2.542,0.0,6.333
2013-11-14,16.435,26.87,10.435,0.0,31.609
2013-11-15,26.167,45.625,19.458,1.0,37.042
2013-11-16,19.375,25.625,6.25,0.0,19.875
2013-11-17,8.167,12.958,4.792,0.0,27.0
2013-11-18,8.0,17.042,9.042,0.0,17.458
2013-11-19,5.833,7.25,1.417,0.0,5.208
2013-11-20,6.5,7.833,1.333,0.0,8.417
2013-11-21,21.5,38.909,17.409,0.0,18.091
2013-11-22,25.667,47.333,21.667,0.0,29.625
2013-11-23,18.75,28.917,10.167,0.0,17.083
2013-11-24,16.792,22.083,5.292,0.0,42.375
2013-11-25,15.625,29.875,14.25,1.0,64.792
2013-11-26,17.792,24.625,6.833,10.0,14.458
2013-11-27,9.75,14.042,4.292,0.0,9.0
2013-11-28,7.391,7.913,0.522,0.0,9.826
2013-11-29,11.542,15.542,4.0,0.0,3.042
2013-11-30,18.083,27.875,9.792,0.0,8.833
2013-12-01,21.5,33.667,12.167,0.0,32.167
2013-12-02,24.75,46.542,21.792,0.0,39.875
2013-12-03,27.542,51.667,24.125,0.0,37.583
2013-12-04,20.083,36.542,16.458,0.0,23.083
2013-12-05,27.773,41.091,13.318,0.0,30.045
2013-12-06,18.125,29.542,11.417,0.0,27.5
2013-12-07,17.083,25.625,8.542,0.0,22.25
2013-12-08,8.542,8.917,0.375,0.0,13.0
2013-12-09,28.083,53.708,25.625,0.0,40.833
2013-12-10,12.25,18.125,5.875,11.0,24.625
2013-12-11,13.5,16.917,3.417,0.0,10.458
2013-12-12,12.957,18.174,5.217,0.0,6.348
2013-12-13,8.5,11.833,3.333,0.0,7.208
2013-12-14,11.458,17.583,6.125,0.0,7.5
2013-12-15,13.875,18.375,4.5,0.0,6.417
2013-12-16,7.875,8.458,0.583,0.0,3.458
2013-12-17,18.458,22.167,3.708,0.0,12.75
2013-12-18,18.458,20.25,1.792,11.0,17.25
2013-12-19,25.13,31.478,6.348,27.0,17.391
2013-12-20,16.13,19.87,3.739,15.0,5.304
2013-12-21,25.542,53.458,27.917,1.0,10.375
2013-12-22,10.292,10.833,0.542,0.0,1.958
2013-12-23,22.083,29.167,7.083,0.0,19.292
2013-12-24,20.208,24.542,4.333,0.0,11.292
2013-12-25,18.583,22.708,4.125,0.0,10.333
2013-12-26,32.261,73.522,41.261,0.0,34.957
2013-12-27,19.542,25.917,6.375,8.0,23.583
2013-12-28,12.083,14.75,2.667,0.0,7.417
2013-12-29,13.75,18.583,4.833,0.0,19.333
2013-12-30,11.708,18.583,6.875,0.0,12.917
2013-12-31,9.333,13.167,3.833,0.0,20.167
2014-01-01,3.958,3.958,0.0,,2.375
2014-01-02,7.042,7.5,0.458,,6.75
2014-01-03,8.667,9.292,0.625,,4.875
2014-01-04,18.25,23.167,4.917,,17.875
2014-01-05,18.042,28.042,10.0,,19.458
2014-01-06,7.222,7.722,0.5,,13.111
2014-01-07,11.565,12.435,0.87,,3.0
2014-01-08,8.833,9.625,0.792,,6.833
2014-01-09,11.208,12.375,1.167,,6.208
2014-01-10,14.792,19.792,5.0,,8.0
2014-01-11,9.667,12.0,2.333,,9.5
2014-01-12,6.042,6.417,0.375,,4.833
2014-01-13,17.292,22.167,4.875,,7.458
2014-01-14,29.913,48.609,18.696,,36.957
2014-01-15,25.261,39.217,13.957,,39.696
2014-01-16,18.25,22.958,4.708,,8.708
2014-01-17,9.167,10.708,1.542,,13.792
2014-01-18,10.292,12.083,1.792,,5.75
2014-01-19,23.667,38.0,14.333,,14.083
2014-01-20,16.042,16.75,0.708,,11.708
2014-01-21,28.13,36.87,8.739,,27.957
2014-01-22,25.708,30.042,4.333,,29.708
2014-01-23,16.625,19.5,2.875,,5.167
2014-01-24,13.625,15.292,1.667,,9.25
2014-01-25,10.667,14.875,4.208,,21.542
2014-01-26,15.333,19.208,3.875,,24.167
2014-01-27,20.0,24.625,4.625,,26.125
2014-01-28,10.652,11.783,1.13,,3.739
2014-01-29,12.75,18.667,5.917,,7.917
